Sr. No.,District Name,Market Committee Name,Purchase Center Name,Storage Capacity in quintals,Type Name,Storage Capacity in tons,active_days,mean_cpns_pd,std
3372,Sri Muktsar Sahib,Gidarbaha,"Shri hari om rice mills, buttar bakhua",22500.0,Sheller/ Others,2250.0,19.0,6.947368421052632,2.8180703447281545
3373,Sri Muktsar Sahib,Gidarbaha,"Shri hari chand rice mills, buttar bakhua",22500.0,Sheller/ Others,2250.0,3.0,5.0,0.0
3374,Sri Muktsar Sahib,Gidarbaha,"Shri ganesh cotton factories, kotbhai",22500.0,Sheller/ Others,2250.0,20.0,6.35,2.5188761069384227
3375,Sri Muktsar Sahib,Gidarbaha,"Shri nanak rice mills, bharu",30000.0,Sheller/ Others,3000.0,17.0,8.411764705882353,4.388320059108778
3376,Sri Muktsar Sahib,Gidarbaha,"Shri ram rice mills, buttar bakhua",15000.0,Sheller/ Others,1500.0,20.0,6.7,2.556724878680371
3377,Patiala,Patiala,Ambika rice mill,22500.0,Sheller/ Others,2250.0,24.0,12.666666666666666,5.902590931967497
3378,Patiala,Patiala,S.s. rice mill,11250.0,Sheller/ Others,1125.0,,,
3379,Patiala,Patiala,M.r. rice mill,11250.0,Sheller/ Others,1125.0,23.0,4.739130434782608,0.5408235558637168
3380,Patiala,Patiala,Sahni rice mill,15000.0,Sheller/ Others,1500.0,23.0,8.130434782608695,2.455130950517654
3381,Patiala,Patiala,Shri ram rice mill,15000.0,Sheller/ Others,1500.0,32.0,23.65625,11.140189883712095
3382,Patiala,Patiala,Karunanidhi rice mill,20000.0,Sheller/ Others,2000.0,24.0,8.083333333333334,2.668930198749511
3383,Patiala,Patiala,Kuber rice mills,90000.0,Sheller/ Others,9000.0,17.0,6.588235294117647,2.9803276566808
3384,Patiala,Patiala,Ganga traders,22500.0,Sheller/ Others,2250.0,25.0,7.48,2.9314387821227545
3385,Patiala,Patiala,Goyal rice mill,11500.0,Sheller/ Others,1150.0,24.0,15.75,12.932096907879348
3386,Patiala,Patiala,G d s and rice mill,15134.0,Sheller/ Others,1513.4,25.0,7.6,2.828427124746189
3387,Patiala,Patiala,G d foods sanor,3600.0,Sheller/ Others,360.0,24.0,3.75,1.5108304655560048
3388,Patiala,Patiala,Dashmesh rice mill,18750.0,Sheller/ Others,1875.0,26.0,19.5,11.046266337545912
3389,Patiala,Patiala,Patiala,277875.0,Sheller/ Others,27787.5,,,
3390,Patiala,Patiala,Friends enterprises,15000.0,Sheller/ Others,1500.0,,,
3391,Patiala,Patiala,Banke bihari foods,22500.0,Sheller/ Others,2250.0,,,
3392,Patiala,Patiala,B. d. rice mill,11250.0,Sheller/ Others,1125.0,16.0,4.9375,0.4425306015783918
3393,Patiala,Patiala,Mahadev rice mill,30000.0,Sheller/ Others,3000.0,27.0,23.59259259259259,12.994848858917017
3394,Patiala,Patiala,"M/s shri ganesh rice mills, dadhera, nabha road, roani",5000.0,Sheller/ Others,500.0,,,
3395,Patiala,Patiala,"M/s krishna rice industries sarhind road, patiala",5000.0,Sheller/ Others,500.0,,,
3396,Patiala,Patiala,"M/s jai ambe rice mill, sarhind road, patiala",5000.0,Sheller/ Others,500.0,,,
3397,Patiala,Patiala,"M/s durga agro foods, sarhind road, patiala",5000.0,Sheller/ Others,500.0,,,
3398,Patiala,Patiala,"M/s pars rice mill, banna road, patiala",5000.0,Sheller/ Others,500.0,,,
3399,Patiala,Patiala,"M/s radhe traders, alipur road, patiala",33750.0,Sheller/ Others,3375.0,21.0,9.714285714285714,4.573213937078138
3400,Patiala,Patiala,"M/s v. k. rice mill, sirhind road, patiala",5000.0,Sheller/ Others,500.0,,,
3401,Patiala,Patiala,Rajdhani agro food,22500.0,Sheller/ Others,2250.0,25.0,6.32,2.882707061079915
3402,Patiala,Patiala,Radhe gopal rice mill,11250.0,Sheller/ Others,1125.0,,,
3403,Patiala,Patiala,Lakshmi rice mill,18750.0,Sheller/ Others,1875.0,28.0,22.285714285714285,14.56494305301487
3404,Patiala,Patiala,Shri krishan agro food,30000.0,Sheller/ Others,3000.0,22.0,10.681818181818182,4.29159048812313
3405,Patiala,Patiala,Shri bala ji food,9000.0,Sheller/ Others,900.0,24.0,4.541666666666667,0.7210600087592464
3406,Patiala,Patiala,Shri ramsharan rice mill,26250.0,Sheller/ Others,2625.0,,,
3407,Patiala,Nabha,Om rice mill,15000.0,Sheller/ Others,1500.0,22.0,8.818181818181818,2.519190414859573
3408,Patiala,Nabha,Agarwal rice mill,11250.0,Sheller/ Others,1125.0,31.0,18.967741935483872,9.057166116645766
3409,Patiala,Nabha,Ambika rice mill,18750.0,Sheller/ Others,1875.0,24.0,12.666666666666666,5.902590931967497
3410,Patiala,Nabha,Arora rice mill,11250.0,Sheller/ Others,1125.0,10.0,23.0,13.165611772087667
3411,Patiala,Nabha,S.r rice mill,7500.0,Sheller/ Others,750.0,19.0,4.7894736842105265,0.4188539082916956
3412,Patiala,Nabha,N. s rice mills,22250.0,Sheller/ Others,2225.0,21.0,6.809523809523809,3.2499084236182356
3413,Patiala,Nabha,L.d. garag and sons rice mill(lees) jiwan rice mill (malak),15000.0,Sheller/ Others,1500.0,16.0,8.125,2.9410882339705484
3414,Patiala,Nabha,Satguru rice and genral mills,18750.0,Sheller/ Others,1875.0,21.0,6.9523809523809526,3.106061661915141
3415,Patiala,Nabha,Siwaye rice mill (lees) krishana rice mill (malak),11250.0,Sheller/ Others,1125.0,3.0,5.0,0.0
3416,Patiala,Nabha,Sohan lal rice mills,15000.0,Sheller/ Others,1500.0,,,
3417,Patiala,Nabha,L v rice mill duladhi,18750.0,Sheller/ Others,1875.0,15.0,7.466666666666667,3.044120015154899
3418,Patiala,Nabha,Garag mills,15000.0,Sheller/ Others,1500.0,20.0,7.1,3.041813863297254
3419,Patiala,Nabha,Godawari agro rice mills,15000.0,Sheller/ Others,1500.0,19.0,7.578947368421052,2.9873025638838686
3420,Patiala,Nabha,Jindal rice mill,15000.0,Sheller/ Others,1500.0,31.0,18.161290322580644,11.871806305117875
3421,Patiala,Nabha,Jai go mata rice mill,15000.0,Sheller/ Others,1500.0,24.0,6.291666666666667,3.3554519771581433
3422,Patiala,Nabha,Teja rice mill,22500.0,Sheller/ Others,2250.0,23.0,6.391304347826087,3.6648096866721063
3423,Patiala,Nabha,Telu ram goyal,30000.0,Sheller/ Others,3000.0,18.0,10.277777777777779,5.696289355211921
3424,Patiala,Nabha,Durga rice mill 2,15000.0,Sheller/ Others,1500.0,21.0,6.619047619047619,3.1060616619151413
3425,Patiala,Nabha,Dewaki rice mill,45000.0,Sheller/ Others,4500.0,24.0,10.875,7.479319313366982
3426,Patiala,Nabha,Paras rice mill,30000.0,Sheller/ Others,3000.0,23.0,8.347826086956522,6.057367382348794
3427,Patiala,Nabha,Badri vishal rice mill,22500.0,Sheller/ Others,2250.0,23.0,7.130434782608695,3.279472627033568
3428,Patiala,Nabha,Babu ram rice mill,11250.0,Sheller/ Others,1125.0,20.0,4.65,0.745159820370595
3429,Patiala,Nabha,Buttar rice mill,15000.0,Sheller/ Others,1500.0,20.0,6.4,3.1854934344701817
3430,Patiala,Nabha,Bharo trading company,11250.0,Sheller/ Others,1125.0,,,
3431,Patiala,Nabha,Mittal rice mill,15000.0,Sheller/ Others,1500.0,24.0,20.583333333333332,8.677390244150331
3432,Patiala,Nabha,Mittal rice mill,15000.0,Sheller/ Others,1500.0,24.0,20.583333333333332,8.677390244150331
3433,Patiala,Nabha,Rahmat rice mill,15000.0,Sheller/ Others,1500.0,24.0,6.5,2.8590056039606258
3434,Patiala,Nabha,Radha trader,15000.0,Sheller/ Others,1500.0,20.0,6.05,2.7999060134601885
3435,Patiala,Nabha,Lakshmi rice mill,9000.0,Sheller/ Others,900.0,28.0,22.285714285714285,14.56494305301487
3436,Patiala,Nabha,Shri ganesh ji rice mill,15000.0,Sheller/ Others,1500.0,20.0,6.7,3.2134585401827853
3437,Patiala,Nabha,Shri nena ji rice mill,6000.0,Sheller/ Others,600.0,17.0,4.294117647058823,1.3117119482928095
3438,Patiala,Nabha,Shri ram sarup rice mill,15000.0,Sheller/ Others,1500.0,18.0,6.833333333333333,3.434256491157704
3439,Patiala,Samana,Amar rice mill,22500.0,Sheller/ Others,2250.0,21.0,10.380952380952381,3.667099541547658
3440,Patiala,Samana,R. d. rice gram udyog samiti,22500.0,Sheller/ Others,2250.0,20.0,8.75,2.2448772091610105
3441,Patiala,Samana,S.p. rice,25000.0,Sheller/ Others,2500.0,13.0,12.153846153846153,3.891147085503918
3442,Patiala,Samana,Shubam rice mill,22500.0,Sheller/ Others,2250.0,19.0,9.263157894736842,2.5351332479369444
3443,Patiala,Samana,Satya rice mills,11250.0,Sheller/ Others,1125.0,20.0,4.65,0.4893604849295928
3444,Patiala,Samana,Sarma rice mill,25000.0,Sheller/ Others,2500.0,13.0,10.461538461538462,4.427478300631647
3445,Patiala,Samana,Sarup chand rice mill,45000.0,Sheller/ Others,4500.0,22.0,9.772727272727273,5.190942828223736
3446,Patiala,Samana,Singla rice and general mill,45000.0,Sheller/ Others,4500.0,20.0,9.1,5.08765275213588
3447,Patiala,Samana,Suraj rice mill,500.0,Sheller/ Others,50.0,20.0,4.8,2.6076809620810586
3448,Patiala,Samana,Hind rice mill,11250.0,Sheller/ Others,1125.0,25.0,9.84,4.109744517606903
3449,Patiala,Samana,K. m. rice mill,15000.0,Sheller/ Others,1500.0,21.0,8.0,2.4289915602982237
3450,Patiala,Samana,K.c. gram udyog smiti,45000.0,Sheller/ Others,4500.0,18.0,11.055555555555555,4.758549237916238
3451,Patiala,Samana,Ganesh rice mill,18750.0,Sheller/ Others,1875.0,21.0,13.380952380952381,5.6345025554718715
3452,Patiala,Samana,Garag rice mill,30000.0,Sheller/ Others,3000.0,19.0,13.368421052631579,3.4352830437452
3453,Patiala,Samana,Gurpreet rice mill,15000.0,Sheller/ Others,1500.0,20.0,8.4,2.303315687849744
3454,Patiala,Samana,Gobind rice factory samana,33750.0,Sheller/ Others,3375.0,19.0,6.052631578947368,3.42334605986804
3455,Patiala,Samana,Janky das rice mill 2,11250.0,Sheller/ Others,1125.0,20.0,4.95,0.6048053188292996
3456,Patiala,Samana,G.s. rice mill,22500.0,Sheller/ Others,2250.0,2.0,10.0,0.0
3457,Patiala,Samana,G.m.rice mill,37500.0,Sheller/ Others,3750.0,20.0,16.35,5.779045632373275
3458,Patiala,Samana,T.c gram udyog samty,25000.0,Sheller/ Others,2500.0,13.0,10.461538461538462,3.9288544686584457
3459,Patiala,Samana,D.s. gram udyog samty,25000.0,Sheller/ Others,2500.0,13.0,9.692307692307692,4.441933051135421
3460,Patiala,Samana,Dev raj rice mill,15000.0,Sheller/ Others,1500.0,23.0,13.782608695652174,4.795419421784714
3461,Patiala,Samana,Norata agro foods,18750.0,Sheller/ Others,1875.0,18.0,8.5,2.229481606852615
3462,Patiala,Samana,Norata rice mill,22500.0,Sheller/ Others,2250.0,18.0,8.944444444444445,2.1820719301839553
3463,Patiala,Samana,Patiala agro food,15000.0,Sheller/ Others,1500.0,,,
3464,Patiala,Samana,P.k. gram udyog samty,11250.0,Sheller/ Others,1125.0,20.0,4.65,0.4893604849295928
3465,Patiala,Samana,Mahavir rice and genral mill,15000.0,Sheller/ Others,1500.0,20.0,8.75,2.653200649067184
3466,Patiala,Samana,Madan gram udyog samty,30000.0,Sheller/ Others,3000.0,19.0,13.526315789473685,3.437835576389946
3467,Patiala,Samana,Mittal rice mill,11250.0,Sheller/ Others,1125.0,24.0,20.583333333333332,8.677390244150331
3468,Patiala,Samana,Mohan lal rice mill,15000.0,Sheller/ Others,1500.0,21.0,8.0,2.4289915602982237
3469,Patiala,Samana,Raj rice mill,7500.0,Sheller/ Others,750.0,16.0,4.9375,1.4361406616345072
3470,Patiala,Samana,Roop rice mill,22500.0,Sheller/ Others,2250.0,19.0,8.736842105263158,2.3055995909273164
3471,Patiala,Samana,Lakshmi foods,25000.0,Sheller/ Others,2500.0,21.0,11.619047619047619,5.229495104464584
3472,Patiala,Samana,Lakshmi rice mill,25000.0,Sheller/ Others,2500.0,28.0,22.285714285714285,14.56494305301487
3473,Patiala,Samana,Vardhman rice mill,45000.0,Sheller/ Others,4500.0,43.0,14.069767441860465,9.919666250235315
3474,Patiala,Patran,Om rice mill 1,22250.0,Sheller/ Others,2225.0,11.0,9.545454545454545,1.507556722888818
3475,Patiala,Patran,Om rice mill 2,22250.0,Sheller/ Others,2225.0,14.0,9.571428571428571,1.6035674514745466
3476,Patiala,Patran,Abhi rice mill 1,11250.0,Sheller/ Others,1125.0,14.0,5.0,0.0
3477,Patiala,Patran,Abhi rice mill 2,11250.0,Sheller/ Others,1125.0,14.0,5.0,0.0
3478,Patiala,Patran,S.s rice mill,15000.0,Sheller/ Others,1500.0,14.0,9.357142857142858,1.6458405781822276
3479,Patiala,Patran,S.k. rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.066666666666666,0.25819888974716104
3480,Patiala,Patran,India rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3481,Patiala,Patran,A s rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3482,Patiala,Patran,A. n. rice mill,30000.0,Sheller/ Others,3000.0,14.0,13.571428571428571,2.344036154692477
3483,Patiala,Patran,Satkar rice mill,11250.0,Sheller/ Others,1125.0,24.0,5.708333333333333,3.368384552386147
3484,Patiala,Patran,Sarup rice mill,11250.0,Sheller/ Others,1125.0,12.0,5.0,0.0
3485,Patiala,Patran,Shiv shakti rice mill,37000.0,Sheller/ Others,3700.0,28.0,9.892857142857142,7.91781528843651
3486,Patiala,Patran,Singla g u s,15000.0,Sheller/ Others,1500.0,15.0,8.266666666666667,2.548575699334453
3487,Patiala,Patran,Singla rice mill,11250.0,Sheller/ Others,1125.0,29.0,14.758620689655173,8.667077165976153
3488,Patiala,Patran,Hanuman rice traders,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3489,Patiala,Patran,Hari om rice mill,22500.0,Sheller/ Others,2250.0,24.0,15.708333333333334,9.100784326766505
3490,Patiala,Patran,Ganpati rice mill,33750.0,Sheller/ Others,3375.0,22.0,13.545454545454545,8.016217328624533
3491,Patiala,Patran,Gyan rice mill,15000.0,Sheller/ Others,1500.0,14.0,7.071428571428571,2.64471274328716
3492,Patiala,Patran,Guru nanak rice gram udyog samti,30000.0,Sheller/ Others,3000.0,16.0,12.25,3.5118845842842465
3493,Patiala,Patran,Goyal gram udyog,11250.0,Sheller/ Others,1125.0,13.0,5.076923076923077,0.2773500981126145
3494,Patiala,Patran,Gopal rice mill,22500.0,Sheller/ Others,2250.0,26.0,15.076923076923077,11.502775584781533
3495,Patiala,Patran,Gobind rice mill,15000.0,Sheller/ Others,1500.0,26.0,12.76923076923077,7.495639758193785
3496,Patiala,Patran,Ghaga rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3497,Patiala,Patran,Jyoti rice mill,11250.0,Sheller/ Others,1125.0,13.0,5.0,0.0
3498,Patiala,Patran,Jai ambe rice mill,37500.0,Sheller/ Others,3750.0,14.0,11.785714285714286,6.68153104781061
3499,Patiala,Patran,Jai ganpati rice mill,112500.0,Sheller/ Others,11250.0,12.0,32.5,15.300029708824395
3500,Patiala,Patran,Jai bhagwati rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3501,Patiala,Patran,Durga rice mill,11250.0,Sheller/ Others,1125.0,22.0,14.0,6.982972487551756
3502,Patiala,Patran,Pancham rice mill,22500.0,Sheller/ Others,2250.0,13.0,9.23076923076923,1.8776690404970267
3503,Patiala,Patran,Patran rice mill,7500.0,Sheller/ Others,750.0,16.0,4.9375,0.25
3504,Patiala,Patran,Farangi rice mill,37500.0,Sheller/ Others,3750.0,15.0,17.333333333333332,4.16904693916396
3505,Patiala,Patran,Bras rice mill,11250.0,Sheller/ Others,1125.0,16.0,4.9375,0.25
3506,Patiala,Patran,Bansal rice mill,37500.0,Sheller/ Others,3750.0,25.0,18.48,10.97011090797779
3507,Patiala,Patran,Banke bihari rice mill,11250.0,Sheller/ Others,1125.0,29.0,8.448275862068966,4.339076653724447
3508,Patiala,Patran,B. s. rice traders,11250.0,Sheller/ Others,1125.0,14.0,5.357142857142857,1.3363062095621219
3509,Patiala,Patran,Brahman majra rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3510,Patiala,Patran,Bhagwati trading company,15000.0,Sheller/ Others,1500.0,16.0,10.0625,1.6520189667999174
3511,Patiala,Patran,Bhagwan rice mill,15000.0,Sheller/ Others,1500.0,18.0,20.77777777777778,16.93084743216481
3512,Patiala,Patran,Bhangu ind.,18750.0,Sheller/ Others,1875.0,16.0,7.25,2.516611478423583
3513,Patiala,Patran,Bhole nath rice mill,22500.0,Sheller/ Others,2250.0,14.0,9.642857142857142,1.3363062095621219
3514,Patiala,Patran,Madhav rice mill,11250.0,Sheller/ Others,1125.0,23.0,11.869565217391305,6.89732720186916
3515,Patiala,Patran,Raghbir industries,11250.0,Sheller/ Others,1125.0,13.0,5.0,0.0
3516,Patiala,Patran,Rahul rice mill,11250.0,Sheller/ Others,1125.0,12.0,5.0,0.0
3517,Patiala,Patran,Radhe rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3518,Patiala,Patran,Radhe radhe rice mill,11250.0,Sheller/ Others,1125.0,15.0,5.0,0.0
3519,Patiala,Patran,Lovekush foods,18750.0,Sheller/ Others,1875.0,15.0,9.533333333333333,1.3557637102737476
3520,Patiala,Patran,Waraich rice mill,15000.0,Sheller/ Others,1500.0,14.0,7.071428571428571,2.64471274328716
3521,Patiala,Patran,Vishnu rice mill,15000.0,Sheller/ Others,1500.0,23.0,9.347826086956522,5.7651673132874155
3522,Patiala,Patran,Shankar rice mill,112500.0,Sheller/ Others,11250.0,15.0,29.666666666666668,19.59105724072909
3523,Patiala,Patran,Shiva rice traders,11250.0,Sheller/ Others,1125.0,14.0,5.0,0.0
3524,Patiala,Rajpura,S.k.traders,11250.0,Sheller/ Others,1125.0,19.0,4.842105263157895,0.5014598571212794
3525,Patiala,Rajpura,Ishwar rice mill,5250.0,Sheller/ Others,525.0,22.0,11.409090909090908,4.414899997886929
3526,Patiala,Rajpura,Satkar rice mill,5000.0,Sheller/ Others,500.0,24.0,5.708333333333333,3.368384552386147
3527,Patiala,Rajpura,Shiv om rice mill,15000.0,Sheller/ Others,1500.0,21.0,12.619047619047619,6.103082749530687
3528,Patiala,Rajpura,Shivaji rice and general mills,11250.0,Sheller/ Others,1125.0,22.0,4.954545454545454,0.5754727023663515
3529,Patiala,Rajpura,Ganpati rice and general mill,7500.0,Sheller/ Others,750.0,,,
3530,Patiala,Rajpura,Chawla traders,3750.0,Sheller/ Others,375.0,26.0,3.730769230769231,1.511494420967337
3531,Patiala,Rajpura,Jindal rice mill,5000.0,Sheller/ Others,500.0,31.0,18.161290322580644,11.871806305117875
3532,Patiala,Rajpura,Tandan rice mill,5000.0,Sheller/ Others,500.0,18.0,3.611111111111111,2.173067468400883
3533,Patiala,Rajpura,Durga traders,7500.0,Sheller/ Others,750.0,25.0,4.6,0.4999999999999999
3534,Patiala,Rajpura,Puran chand and company,5000.0,Sheller/ Others,500.0,14.0,3.7142857142857144,1.5406577730392867
3535,Patiala,Rajpura,Basant lal ashok kumar,7500.0,Sheller/ Others,750.0,21.0,4.9523809523809526,1.2440333788202982
3536,Patiala,Rajpura,Mahavir rice mill,7500.0,Sheller/ Others,750.0,23.0,13.0,6.494753127087909
3537,Patiala,Rajpura,Welcome palace,5000.0,Sheller/ Others,500.0,16.0,3.5,1.5491933384829668
3538,Patiala,Dudhan Sadhan,Omkar rice mill,11250.0,Sheller/ Others,1125.0,22.0,4.5,1.1019463300386794
3539,Patiala,Dudhan Sadhan,Anpurna rice mill,11250.0,Sheller/ Others,1125.0,,,
3540,Patiala,Dudhan Sadhan,A.s. rice mill,11250.0,Sheller/ Others,1125.0,28.0,3.7142857142857144,1.5118578920369092
3541,Patiala,Dudhan Sadhan,Satnam rice mill,11250.0,Sheller/ Others,1125.0,14.0,6.071428571428571,1.3280573269766118
3542,Patiala,Dudhan Sadhan,Gill rice mill,7500.0,Sheller/ Others,750.0,,,
3543,Patiala,Dudhan Sadhan,Janki das rice mill,11250.0,Sheller/ Others,1125.0,,,
3544,Patiala,Dudhan Sadhan,J.d. agro food,11250.0,Sheller/ Others,1125.0,3.0,5.0,0.0
3545,Patiala,Dudhan Sadhan,Tagore public school dudhan sadhan,5000.0,Sheller/ Others,500.0,8.0,5.0,0.0
3546,Patiala,Dudhan Sadhan,Dashmesh rice mill,11250.0,Sheller/ Others,1125.0,26.0,19.5,11.046266337545912
3547,Patiala,Dudhan Sadhan,Deepak rice and general mill,11250.0,Sheller/ Others,1125.0,18.0,4.666666666666667,1.0846522890932808
3548,Patiala,Dudhan Sadhan,Poonia rice mill,11250.0,Sheller/ Others,1125.0,,,
3549,Patiala,Dudhan Sadhan,Lakshmi rice and general mid,11250.0,Sheller/ Others,1125.0,20.0,4.6,0.99472291830968
3550,Patiala,Dakala,R.p. rice mill,22500.0,Sheller/ Others,2250.0,22.0,8.227272727272727,2.6891637606515766
3551,Patiala,Dakala,Ishwar rice mill,22500.0,Sheller/ Others,2250.0,22.0,11.409090909090908,4.414899997886929
3552,Patiala,Dakala,A s agro food,5000.0,Sheller/ Others,500.0,16.0,3.6875,1.5370426148939398
3553,Patiala,Dakala,Sidak traders,5000.0,Sheller/ Others,500.0,17.0,4.0588235294117645,2.135140166221357
3554,Patiala,Dakala,Shri nath rice mill,5000.0,Sheller/ Others,500.0,17.0,3.8823529411764706,1.4526851405748797
3555,Patiala,Dakala,K s agro food,5000.0,Sheller/ Others,500.0,17.0,3.764705882352941,1.5218989685876771
3556,Patiala,Dakala,K.r. rice mill,22500.0,Sheller/ Others,2250.0,21.0,8.285714285714286,2.7774602993176534
3557,Patiala,Dakala,K.s. rice mills,22500.0,Sheller/ Others,2250.0,21.0,8.047619047619047,2.8368325730679023
3558,Patiala,Dakala,Gobind rice mill,5000.0,Sheller/ Others,500.0,26.0,12.76923076923077,7.495639758193785
3559,Patiala,Dakala,J s rice mill,5000.0,Sheller/ Others,500.0,16.0,3.875,1.5
3560,Patiala,Dakala,Jai durga industries rice mill,5000.0,Sheller/ Others,500.0,17.0,3.764705882352941,1.5218989685876771
3561,Patiala,Dakala,Durga rice mill,30000.0,Sheller/ Others,3000.0,22.0,14.0,6.982972487551756
3562,Patiala,Dakala,Basant rice mill,5000.0,Sheller/ Others,500.0,17.0,3.764705882352941,1.5218989685876771
3563,Patiala,Dakala,Balbera chawal gram udyog samti,15000.0,Sheller/ Others,1500.0,19.0,7.842105263157895,2.6721434986154815
3564,Patiala,Dakala,B.l. rice mill,20000.0,Sheller/ Others,2000.0,21.0,8.19047619047619,2.7498917727621133
3565,Patiala,Dakala,Mittal rice mill,15000.0,Sheller/ Others,1500.0,24.0,20.583333333333332,8.677390244150331
3566,Patiala,Bhadson,S.k.agro indus.,11250.0,Sheller/ Others,1125.0,17.0,4.882352941176471,0.3321055820775359
3567,Patiala,Bhadson,Sohal lal and general mills,18750.0,Sheller/ Others,1875.0,20.0,8.5,2.892822333402378
3568,Patiala,Bhadson,Hari har rice mill,30000.0,Sheller/ Others,3000.0,18.0,10.722222222222221,5.311536340895502
3569,Patiala,Bhadson,Ganesh rice mill,15000.0,Sheller/ Others,1500.0,21.0,13.380952380952381,5.6345025554718715
3570,Patiala,Bhadson,Guru kirpa rice mill,15000.0,Sheller/ Others,1500.0,29.0,13.689655172413794,7.924209957357002
